# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animale și articole pentru animale de companie
gid://shopify/TaxonomyCategory/hg-10-16-8-2      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitarea fotografiilor > Cutii de depozitare pentru fotografii
gid://shopify/TaxonomyCategory/hg-10-16-9        : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cârlige și suporturi de depozitare
gid://shopify/TaxonomyCategory/hg-10-16-9-1      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cârlige și suporturi de depozitare > Cârlige și suporturi pentru masa de călcat
gid://shopify/TaxonomyCategory/hg-10-16-9-1-1    : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cârlige și suporturi de depozitare > Cârlige și suporturi pentru masa de călcat > Cârlige pentru masa de călcat
gid://shopify/TaxonomyCategory/hg-10-16-9-1-2    : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cârlige și suporturi de depozitare > Cârlige și suporturi pentru masa de călcat > Suporturi pentru masa de călcat
gid://shopify/TaxonomyCategory/hg-10-16-9-2      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cârlige și suporturi de depozitare > Stative și suporturi pentru umbrele
gid://shopify/TaxonomyCategory/hg-10-16-9-2-1    : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cârlige și suporturi de depozitare > Stative și suporturi pentru umbrele > Suporturi pentru umbrele
gid://shopify/TaxonomyCategory/hg-10-16-9-2-2    : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cârlige și suporturi de depozitare > Stative și suporturi pentru umbrele > Stative pentru umbrele
gid://shopify/TaxonomyCategory/hg-10-16-9-3      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cârlige și suporturi de depozitare > Cârlige utilitare
gid://shopify/TaxonomyCategory/hg-10-17          : Casă și grădină > Produse de uz casnic > Accesorii pentru compactoare de gunoi
gid://shopify/TaxonomyCategory/hg-10-17-1        : Casă și grădină > Produse de uz casnic > Accesorii pentru compactoare de gunoi > Saci pentru compactoare de gunoi
gid://shopify/TaxonomyCategory/hg-10-17-2        : Casă și grădină > Produse de uz casnic > Accesorii pentru compactoare de gunoi > Filtre pentru compactoare de gunoi
gid://shopify/TaxonomyCategory/hg-10-18          : Casă și grădină > Produse de uz casnic > Depozitarea deșeurilor
gid://shopify/TaxonomyCategory/hg-10-18-1        : Casă și grădină > Produse de uz casnic > Depozitarea deșeurilor > Pubele de gunoi
gid://shopify/TaxonomyCategory/hg-10-18-2        : Casă și grădină > Produse de uz casnic > Depozitarea deșeurilor > Containere pentru deșeuri periculoase
gid://shopify/TaxonomyCategory/hg-10-18-3        : Casă și grădină > Produse de uz casnic > Depozitarea deșeurilor > Containere pentru reciclare
gid://shopify/TaxonomyCategory/hg-10-18-4        : Casă și grădină > Produse de uz casnic > Depozitarea deșeurilor > Coșuri de gunoi și coșuri pentru hârtii
gid://shopify/TaxonomyCategory/hg-10-18-4-1      : Casă și grădină > Produse de uz casnic > Depozitarea deșeurilor > Coșuri de gunoi și coșuri pentru hârtii > Coșuri de gunoi
gid://shopify/TaxonomyCategory/hg-10-18-4-2      : Casă și grădină > Produse de uz casnic > Depozitarea deșeurilor > Coșuri de gunoi și coșuri pentru hârtii > Coșuri pentru hârtii
gid://shopify/TaxonomyCategory/hg-10-19          : Casă și grădină > Produse de uz casnic > Accesorii pentru depozitarea deșeurilor
gid://shopify/TaxonomyCategory/hg-10-19-1        : Casă și grădină > Produse de uz casnic > Accesorii pentru depozitarea deșeurilor > Cărucioare pentru recipiente pentru deșeuri
gid://shopify/TaxonomyCategory/hg-10-19-2        : Casă și grădină > Produse de uz casnic > Accesorii pentru depozitarea deșeurilor > Incinte pentru recipiente pentru deșeuri
gid://shopify/TaxonomyCategory/hg-10-19-3        : Casă și grădină > Produse de uz casnic > Accesorii pentru depozitarea deșeurilor > Etichete și indicatoare pentru recipiente pentru deșeuri
gid://shopify/TaxonomyCategory/hg-10-19-4        : Casă și grădină > Produse de uz casnic > Accesorii pentru depozitarea deșeurilor > Capace pentru recipiente pentru deșeuri
gid://shopify/TaxonomyCategory/hg-10-19-5        : Casă și grădină > Produse de uz casnic > Accesorii pentru depozitarea deșeurilor > Roți pentru recipiente pentru deșeuri
gid://shopify/TaxonomyCategory/hg-11             : Casă și grădină > Bucătărie și sufragerie
gid://shopify/TaxonomyCategory/hg-11-1           : Casă și grădină > Bucătărie și sufragerie > Articole de bar
gid://shopify/TaxonomyCategory/hg-11-1-1         : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Fântâni pentru absint
gid://shopify/TaxonomyCategory/hg-11-1-2         : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Dozatoare și robinete pentru bere
gid://shopify/TaxonomyCategory/hg-11-1-3         : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Cuburi pentru răcirea băuturilor și bețișoare
gid://shopify/TaxonomyCategory/hg-11-1-3-1       : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Cuburi pentru răcirea băuturilor și bețișoare > Cuburi pentru răcirea băuturilor
gid://shopify/TaxonomyCategory/hg-11-1-3-2       : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Cuburi pentru răcirea băuturilor și bețișoare > Bețișoare pentru băuturi
gid://shopify/TaxonomyCategory/hg-11-1-4         : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Recipiente și răcitoare pentru băuturi
gid://shopify/TaxonomyCategory/hg-11-1-4-1       : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Recipiente și răcitoare pentru băuturi > Răcitoare pentru băuturi
gid://shopify/TaxonomyCategory/hg-11-1-4-2       : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Recipiente și răcitoare pentru băuturi > Recipiente pentru băuturi
gid://shopify/TaxonomyCategory/hg-11-1-5         : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Capace pentru sticle
gid://shopify/TaxonomyCategory/hg-11-1-5-1       : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Capace pentru sticle > Capace metalice pentru sticle
gid://shopify/TaxonomyCategory/hg-11-1-5-2       : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Capace pentru sticle > Capace pentru sticle cu deschidere prin ridicare
gid://shopify/TaxonomyCategory/hg-11-1-5-3       : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Capace pentru sticle > Capace metalice tip capsă
gid://shopify/TaxonomyCategory/hg-11-1-5-4       : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Capace pentru sticle > Capace cu filet
gid://shopify/TaxonomyCategory/hg-11-1-5-5       : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Capace pentru sticle > Dopuri cu sârmă pentru sticle
gid://shopify/TaxonomyCategory/hg-11-1-6         : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Dopuri pentru sticle
gid://shopify/TaxonomyCategory/hg-11-1-7         : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Organizatoare pentru suporturi pentru pahare
gid://shopify/TaxonomyCategory/hg-11-1-8         : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Suporturi pentru pahare
gid://shopify/TaxonomyCategory/hg-11-1-9         : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Seturi de instrumente pentru cocteil și bar
gid://shopify/TaxonomyCategory/hg-11-1-10        : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Shakere și instrumente pentru cocteiluri
gid://shopify/TaxonomyCategory/hg-11-1-10-1      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Shakere și instrumente pentru cocteiluri > Spărgătoare de gheață pentru bar
gid://shopify/TaxonomyCategory/hg-11-1-10-2      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Shakere și instrumente pentru cocteiluri > Desfăcătoare de sticle
gid://shopify/TaxonomyCategory/hg-11-1-10-3      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Shakere și instrumente pentru cocteiluri > Shakere pentru cocteiluri
gid://shopify/TaxonomyCategory/hg-11-1-10-4      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Shakere și instrumente pentru cocteiluri > Strecurători pentru cocteiluri
gid://shopify/TaxonomyCategory/hg-11-1-10-5      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Shakere și instrumente pentru cocteiluri > Pisătoare
gid://shopify/TaxonomyCategory/hg-11-1-11        : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Tirbușoane
gid://shopify/TaxonomyCategory/hg-11-1-11-1      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Tirbușoane > Tirbușoane electrice
gid://shopify/TaxonomyCategory/hg-11-1-11-2      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Tirbușoane > Tirbușoane cu pârghie
gid://shopify/TaxonomyCategory/hg-11-1-11-3      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Tirbușoane > Tirbușoane cu rotire
gid://shopify/TaxonomyCategory/hg-11-1-11-4      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Tirbușoane > Tirbușoane pentru ospătari
gid://shopify/TaxonomyCategory/hg-11-1-11-5      : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Tirbușoane > Tirbușoane cu manete laterale
gid://shopify/TaxonomyCategory/hg-11-1-12        : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Decantoare
gid://shopify/TaxonomyCategory/hg-11-1-13        : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Talismane identificare pahare
gid://shopify/TaxonomyCategory/hg-11-1-14        : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Aparate de tăiat folie
gid://shopify/TaxonomyCategory/hg-11-1-15        : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Frapiere
gid://shopify/TaxonomyCategory/hg-11-1-16        : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Aeratoare pentru vinuri
gid://shopify/TaxonomyCategory/hg-11-1-17        : Casă și grădină > Bucătărie și sufragerie > Articole de bar > Suporturi pentru sticle de vin
gid://shopify/TaxonomyCategory/hg-11-2           : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt
gid://shopify/TaxonomyCategory/hg-11-2-1         : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt
gid://shopify/TaxonomyCategory/hg-11-2-1-1       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Seturi de forme de copt
gid://shopify/TaxonomyCategory/hg-11-2-1-2       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Tăvi de copt și tăvi pentru fursecuri
gid://shopify/TaxonomyCategory/hg-11-2-1-3       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Tăvi și forme pentru copt pâine
gid://shopify/TaxonomyCategory/hg-11-2-1-4       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Tăvi pentru rumenit
gid://shopify/TaxonomyCategory/hg-11-2-1-5       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Tăvi și forme pentru prăjituri
gid://shopify/TaxonomyCategory/hg-11-2-1-6       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Tăvi pentru brioșe și produse de patiserie
gid://shopify/TaxonomyCategory/hg-11-2-1-7       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Tăvi pentru plăcintă și quiche
gid://shopify/TaxonomyCategory/hg-11-2-1-8       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Tăvi pentru pizza
gid://shopify/TaxonomyCategory/hg-11-2-1-9       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Pietre pentru pizza
gid://shopify/TaxonomyCategory/hg-11-2-1-10      : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Boluri ramekin și boluri pentru sufleu
gid://shopify/TaxonomyCategory/hg-11-2-1-11      : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Forme de copt > Tăvi pentru friptură
gid://shopify/TaxonomyCategory/hg-11-2-2         : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Accesorii pentru copt
gid://shopify/TaxonomyCategory/hg-11-2-2-1       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Accesorii pentru copt > Covorașe și foi de copt
gid://shopify/TaxonomyCategory/hg-11-2-2-1-1     : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Accesorii pentru copt > Covorașe și foi de copt > Foi de copt
gid://shopify/TaxonomyCategory/hg-11-2-2-1-2     : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Accesorii pentru copt > Covorașe și foi de copt > Covorașe de copt
gid://shopify/TaxonomyCategory/hg-11-2-2-2       : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Accesorii pentru copt > Greutăți pentru copt
gid://shopify/TaxonomyCategory/hg-11-2-2-2-1     : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Accesorii pentru copt > Greutăți pentru copt > Granule pentru copt
gid://shopify/TaxonomyCategory/hg-11-2-2-2-2     : Casă și grădină > Bucătărie și sufragerie > Articole pentru gătit și copt > Accesorii pentru copt > Greutăți pentru copt > Greutăți pentru copt din ceramică
