# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼镜佩戴方式设计
gid://shopify/TaxonomyAttribute/2516  : 噪音强度
gid://shopify/TaxonomyAttribute/5473  : 降噪系统
gid://shopify/TaxonomyAttribute/8543  : 降噪类型
gid://shopify/TaxonomyAttribute/10735 : 噪音抑制技术
gid://shopify/TaxonomyAttribute/9951  : 防滑底座特性
gid://shopify/TaxonomyAttribute/6036  : 面条芯的设计
gid://shopify/TaxonomyAttribute/10736 : 鼻梁架类型
gid://shopify/TaxonomyAttribute/10737 : 包含鼻夹配件
gid://shopify/TaxonomyAttribute/10738 : 鼻夹特性
gid://shopify/TaxonomyAttribute/10739 : 鼻部包覆方式
gid://shopify/TaxonomyAttribute/10740 : 鼻带类型
gid://shopify/TaxonomyAttribute/3366  : 记事本设计
gid://shopify/TaxonomyAttribute/6037  : 喷嘴可调节性
gid://shopify/TaxonomyAttribute/5367  : 喷嘴涂层
gid://shopify/TaxonomyAttribute/6038  : 喷嘴材质
gid://shopify/TaxonomyAttribute/6039  : 喷嘴样式
gid://shopify/TaxonomyAttribute/5368  : 喷嘴螺纹类型
gid://shopify/TaxonomyAttribute/1666  : 喷嘴类型
gid://shopify/TaxonomyAttribute/6040  : 包括的喷嘴类型
gid://shopify/TaxonomyAttribute/9952  : 帆布网眼数量
gid://shopify/TaxonomyAttribute/10741 : 链环数量
gid://shopify/TaxonomyAttribute/6041  : 隔层数量
gid://shopify/TaxonomyAttribute/8544  : 控制站数量
gid://shopify/TaxonomyAttribute/9953  : 数字位数
gid://shopify/TaxonomyAttribute/9954  : 吉他槽位数量
gid://shopify/TaxonomyAttribute/9955  : 刺绣面料数量
gid://shopify/TaxonomyAttribute/9956  : 塑料帆布网眼数量
gid://shopify/TaxonomyAttribute/9957  : 绗缝框架导轨数量
gid://shopify/TaxonomyAttribute/10742 : 绗缝槽位数量
gid://shopify/TaxonomyAttribute/8545  : 开关极数
gid://shopify/TaxonomyAttribute/8546  : 开关掷数
gid://shopify/TaxonomyAttribute/8547  : 正时链条排数
gid://shopify/TaxonomyAttribute/8548  : 挂车轴数
gid://shopify/TaxonomyAttribute/8549  : 车轮分段数
gid://shopify/TaxonomyAttribute/10743 : 编号样式
gid://shopify/TaxonomyAttribute/6042  : 数字样式
gid://shopify/TaxonomyAttribute/10744 : 双节棍连接器类型
gid://shopify/TaxonomyAttribute/1739  : 托儿所主题
gid://shopify/TaxonomyAttribute/6768  : 哺乳开口
gid://shopify/TaxonomyAttribute/6769  : 哺乳开口类型
gid://shopify/TaxonomyAttribute/1782  : 护理覆盖范围
gid://shopify/TaxonomyAttribute/1783  : 护理垫设计
gid://shopify/TaxonomyAttribute/2902  : 哺乳枕形状
gid://shopify/TaxonomyAttribute/7856  : 坚果酱质地
gid://shopify/TaxonomyAttribute/1491  : 坚果黄油品种
gid://shopify/TaxonomyAttribute/2124  : 螺母形式
gid://shopify/TaxonomyAttribute/1508  : 螺母加工方法
gid://shopify/TaxonomyAttribute/3101  : 坚果/种籽类型
gid://shopify/TaxonomyAttribute/1419  : 营养成分含量
gid://shopify/TaxonomyAttribute/7857  : 营养强化
gid://shopify/TaxonomyAttribute/9958  : 橡木产品形态
gid://shopify/TaxonomyAttribute/9959  : 橡木烘烤程度
gid://shopify/TaxonomyAttribute/9960  : 双簧管盒容量
gid://shopify/TaxonomyAttribute/9961  : 双簧管盒携带配置
gid://shopify/TaxonomyAttribute/9962  : 双簧管盒设计
gid://shopify/TaxonomyAttribute/9963  : 双簧管盒内部适配类型
gid://shopify/TaxonomyAttribute/2489  : 双簧管调键系统
gid://shopify/TaxonomyAttribute/9964  : 双簧管按键镀层
gid://shopify/TaxonomyAttribute/9965  : 双簧管背带衬垫
gid://shopify/TaxonomyAttribute/9966  : 双簧管通条样式
gid://shopify/TaxonomyAttribute/6460  : 观察窗材质
gid://shopify/TaxonomyAttribute/9967  : 包括陶笛配件
gid://shopify/TaxonomyAttribute/9968  : 陶笛腔室数
gid://shopify/TaxonomyAttribute/9969  : 陶笛指法系统
gid://shopify/TaxonomyAttribute/9970  : 陶笛饰面类型
gid://shopify/TaxonomyAttribute/2490  : 陶笛风格
gid://shopify/TaxonomyAttribute/1627  : 场合
gid://shopify/TaxonomyAttribute/1203  : 时尚风格
gid://shopify/TaxonomyAttribute/8550  : 乘员分类传感器支持
gid://shopify/TaxonomyAttribute/9971  : 八度口琴盖板材质
gid://shopify/TaxonomyAttribute/9972  : 八度口琴调音系统
gid://shopify/TaxonomyAttribute/9973  : 八角盒安装系统类型
gid://shopify/TaxonomyAttribute/8551  : 除臭功能
gid://shopify/TaxonomyAttribute/5323  : 除臭剂应用区域
gid://shopify/TaxonomyAttribute/3158  : 办公室手推车特点
gid://shopify/TaxonomyAttribute/6943  : 包含办公家具用品
gid://shopify/TaxonomyAttribute/2924  : 办公仪器材质
gid://shopify/TaxonomyAttribute/2922  : 办公用品材质
gid://shopify/TaxonomyAttribute/8552  : 油冷却器芯型
gid://shopify/TaxonomyAttribute/8553  : 油冷器安装方式
gid://shopify/TaxonomyAttribute/8554  : 机油尺组件类型
gid://shopify/TaxonomyAttribute/8555  : 机油尺测量刻度标记
gid://shopify/TaxonomyAttribute/8556  : 机油尺管安装类型
gid://shopify/TaxonomyAttribute/6304  : 油壶喷嘴设计
gid://shopify/TaxonomyAttribute/8557  : 放油螺栓头部驱动类型
gid://shopify/TaxonomyAttribute/8558  : 磁性式机油放油螺塞
gid://shopify/TaxonomyAttribute/5294  : 油的提取方法
gid://shopify/TaxonomyAttribute/8559  : 机油加注盖类型
gid://shopify/TaxonomyAttribute/8560  : 机油加注盖固定方式
gid://shopify/TaxonomyAttribute/8561  : 机油加注盖安装位置
gid://shopify/TaxonomyAttribute/8562  : 加油口盖锁定类型
gid://shopify/TaxonomyAttribute/8563  : 加油口盖挂绳类型
gid://shopify/TaxonomyAttribute/8564  : 机油加注盖（带排气阀）
gid://shopify/TaxonomyAttribute/8565  : 机油滤清器样式
gid://shopify/TaxonomyAttribute/8566  : 油底壳挡板/挡风功能
gid://shopify/TaxonomyAttribute/8567  : 油底壳表面处理/涂层
gid://shopify/TaxonomyAttribute/8568  : 机油压力传感器功能类型
gid://shopify/TaxonomyAttribute/8569  : 机油压力传感器信号输出类型
gid://shopify/TaxonomyAttribute/7858  : 油脂加工方法
gid://shopify/TaxonomyAttribute/8570  : 机油泵驱动方式
gid://shopify/TaxonomyAttribute/8571  : 油泵安装方式
gid://shopify/TaxonomyAttribute/8572  : 机油系统连接螺纹标准
gid://shopify/TaxonomyAttribute/1440  : 油型
gid://shopify/TaxonomyAttribute/9974  : 油粘度等级
gid://shopify/TaxonomyAttribute/7859  : 秋葵品种
gid://shopify/TaxonomyAttribute/9975  : 嗅觉艺术材料形态
gid://shopify/TaxonomyAttribute/9976  : 嗅觉艺术工具套装内容
gid://shopify/TaxonomyAttribute/3422  : 嗅觉家族
gid://shopify/TaxonomyAttribute/7860  : 橄榄品种
gid://shopify/TaxonomyAttribute/3248  : 连体衣款式
gid://shopify/TaxonomyAttribute/7861  : 洋葱品种
gid://shopify/TaxonomyAttribute/6770  : 不透明度等级
gid://shopify/TaxonomyAttribute/2626  : 开门/关门标志设计
gid://shopify/TaxonomyAttribute/1728  : 打开方向
gid://shopify/TaxonomyAttribute/1729  : 打开机制
gid://shopify/TaxonomyAttribute/2587  : 操作模式
gid://shopify/TaxonomyAttribute/9977  : 操作模式
gid://shopify/TaxonomyAttribute/1859  : 操作系统
gid://shopify/TaxonomyAttribute/8573  : 工作电压
gid://shopify/TaxonomyAttribute/5595  : 操作机制
gid://shopify/TaxonomyAttribute/1373  : 操作方法
gid://shopify/TaxonomyAttribute/5593  : 光盘可记录性
gid://shopify/TaxonomyAttribute/5660  : 光驱外形
gid://shopify/TaxonomyAttribute/5659  : 光驱装载机制
gid://shopify/TaxonomyAttribute/1877  : 光驱类型
gid://shopify/TaxonomyAttribute/1695  : 光学镜框设计
gid://shopify/TaxonomyAttribute/6461  : 光学玩具特性
gid://shopify/TaxonomyAttribute/2022  : 光学变焦
gid://shopify/TaxonomyAttribute/5170  : 口腔护理功能
gid://shopify/TaxonomyAttribute/5187  : 包含的口腔护理用品
gid://shopify/TaxonomyAttribute/9978  : 管弦乐琴弦芯材
gid://shopify/TaxonomyAttribute/9979  : 管弦弦尾端类型
gid://shopify/TaxonomyAttribute/9980  : 管弦乐器附带琴弦
gid://shopify/TaxonomyAttribute/9981  : 管弦乐器配件/零件类型
gid://shopify/TaxonomyAttribute/9982  : 管弦乐器弱音器类型
gid://shopify/TaxonomyAttribute/9983  : 管弦乐弦乐器零件位置
gid://shopify/TaxonomyAttribute/9984  : 管弦乐器琴弦缠绕材质
gid://shopify/TaxonomyAttribute/12756 : 有机认证
gid://shopify/TaxonomyAttribute/6043  : 收纳器的应用
gid://shopify/TaxonomyAttribute/2727  : 整理盒类型
gid://shopify/TaxonomyAttribute/9985  : 欧根纱质感/光泽
gid://shopify/TaxonomyAttribute/9986  : 欧根纱缎带透明度等级
gid://shopify/TaxonomyAttribute/9987  : 欧根纱透明度
gid://shopify/TaxonomyAttribute/1383  : 方向
gid://shopify/TaxonomyAttribute/9988  : 折纸用纸形状
gid://shopify/TaxonomyAttribute/9989  : 折纸用纸正反面特性
gid://shopify/TaxonomyAttribute/6044  : 装饰挂钩款式
gid://shopify/TaxonomyAttribute/5327  : 矫形器覆盖长度
gid://shopify/TaxonomyAttribute/6045  : 振荡模式
gid://shopify/TaxonomyAttribute/6046  : 摆动类型
gid://shopify/TaxonomyAttribute/9990  : 鸵鸟羽毛部位
gid://shopify/TaxonomyAttribute/8574  : 舷外机轴类型
gid://shopify/TaxonomyAttribute/8575  : 舷外机转向类型
gid://shopify/TaxonomyAttribute/2975  : 户外装备特点
gid://shopify/TaxonomyAttribute/3321  : 包含户外家具用品
gid://shopify/TaxonomyAttribute/6047  : 户外烧烤架类型
gid://shopify/TaxonomyAttribute/1432  : 包括户外动力设备配件
gid://shopify/TaxonomyAttribute/6944  : 户外桌的功能
gid://shopify/TaxonomyAttribute/1264  : 户外散步活动
gid://shopify/TaxonomyAttribute/2998  : 外套特点
gid://shopify/TaxonomyAttribute/6771  : 外套长度类型
gid://shopify/TaxonomyAttribute/6772  : 包括外衣单品
gid://shopify/TaxonomyAttribute/6462  : 套装固定方式
gid://shopify/TaxonomyAttribute/6773  : 包括套装物品
gid://shopify/TaxonomyAttribute/8576  : 出口螺纹类型
gid://shopify/TaxonomyAttribute/1931  : 插口类型
gid://shopify/TaxonomyAttribute/5541  : 输出连接类型
gid://shopify/TaxonomyAttribute/9991  : 输出插孔类型（乐器）
gid://shopify/TaxonomyAttribute/2434  : 输出电平
gid://shopify/TaxonomyAttribute/5542  : 输出信号接口
gid://shopify/TaxonomyAttribute/8577  : 输出信号类型
gid://shopify/TaxonomyAttribute/5547  : 输出视频接口
gid://shopify/TaxonomyAttribute/1835  : 输出波形
gid://shopify/TaxonomyAttribute/10745 : 外底标记类型
gid://shopify/TaxonomyAttribute/6774  : 外底材料
gid://shopify/TaxonomyAttribute/10746 : 外底鞋钉类型
gid://shopify/TaxonomyAttribute/1403  : 包括烤箱配件
gid://shopify/TaxonomyAttribute/6945  : 烤箱外壳配置
gid://shopify/TaxonomyAttribute/9992  : 烤箱烘烤软陶配方
gid://shopify/TaxonomyAttribute/5570  : 超频配置文件支持
gid://shopify/TaxonomyAttribute/8578  : 顶置式安装件安装方法
gid://shopify/TaxonomyAttribute/8579  : 加大或缩小尺寸等级
gid://shopify/TaxonomyAttribute/5082  : 氧气瓶出口标准
gid://shopify/TaxonomyAttribute/6048  : 氧气指示器类型
gid://shopify/TaxonomyAttribute/1593  : 氧气瓶阀门类型
gid://shopify/TaxonomyAttribute/10747 : P-Tex 应用方法
gid://shopify/TaxonomyAttribute/10748 : P-Tex 形态
gid://shopify/TaxonomyAttribute/5287  : PA 等级
gid://shopify/TaxonomyAttribute/5538  : PBX 系统类型
gid://shopify/TaxonomyAttribute/5495  : PCB 表面处理
gid://shopify/TaxonomyAttribute/3311  : 印刷电路板 (PCB) 类型
gid://shopify/TaxonomyAttribute/5624  : PCIe 通道配置
gid://shopify/TaxonomyAttribute/2674  : PEGI 评级
gid://shopify/TaxonomyAttribute/4051  : PH 值
gid://shopify/TaxonomyAttribute/1941  : PSTN 连接选项
gid://shopify/TaxonomyAttribute/1723  : 安抚奶嘴/牙胶设计
gid://shopify/TaxonomyAttribute/6775  : 可打包性
gid://shopify/TaxonomyAttribute/1456  : 包裹类型
gid://shopify/TaxonomyAttribute/9993  : 包装形式
gid://shopify/TaxonomyAttribute/7862  : 包装材料
gid://shopify/TaxonomyAttribute/6463  : 包装类型
gid://shopify/TaxonomyAttribute/2272  : 随附包装材料
gid://shopify/TaxonomyAttribute/7863  : 包装介质
gid://shopify/TaxonomyAttribute/6049  : 清洁垫的清洁方式
gid://shopify/TaxonomyAttribute/10749 : 包括护具组件
gid://shopify/TaxonomyAttribute/9994  : 垫控制器附加控制
gid://shopify/TaxonomyAttribute/9995  : 打击垫控制器性能特性
gid://shopify/TaxonomyAttribute/10750 : 打击垫覆盖区域
gid://shopify/TaxonomyAttribute/2608  : 平板显示器型材
gid://shopify/TaxonomyAttribute/10751 : 护垫材料或技术
gid://shopify/TaxonomyAttribute/10752 : 打击垫安装或固定方式
gid://shopify/TaxonomyAttribute/9996  : 打击垫护边类型
gid://shopify/TaxonomyAttribute/10753 : 拳靶形状
gid://shopify/TaxonomyAttribute/10754 : 打击垫外壳类型
gid://shopify/TaxonomyAttribute/10755 : 打击垫款式
gid://shopify/TaxonomyAttribute/5315  : 护垫厚度
gid://shopify/TaxonomyAttribute/1608  : 垫盘类型
gid://shopify/TaxonomyAttribute/5317  : 护垫护翼样式
gid://shopify/TaxonomyAttribute/10756 : 衬垫层数
gid://shopify/TaxonomyAttribute/9997  : 衬垫等级
gid://shopify/TaxonomyAttribute/10757 : 缓冲材料
gid://shopify/TaxonomyAttribute/6464  : 桨球连接类型
gid://shopify/TaxonomyAttribute/2891  : 包含划桨装备
gid://shopify/TaxonomyAttribute/10758 : 桨式牵引绳
gid://shopify/TaxonomyAttribute/6465  : 球拍形状
gid://shopify/TaxonomyAttribute/3383  : 桨/橹材质
gid://shopify/TaxonomyAttribute/10759 : 桨板预期用途
gid://shopify/TaxonomyAttribute/2232  : 页面布局
gid://shopify/TaxonomyAttribute/5515  : 寻呼机应用
gid://shopify/TaxonomyAttribute/5200  : 减痛技术
gid://shopify/TaxonomyAttribute/8580  : 油漆涂装方法
gid://shopify/TaxonomyAttribute/2207  : 画笔设计
gid://shopify/TaxonomyAttribute/2712  : 漆面
gid://shopify/TaxonomyAttribute/9998  : 颜料介质施用方式
gid://shopify/TaxonomyAttribute/9999  : 颜料媒介的预期效果
gid://shopify/TaxonomyAttribute/2306  : 涂料介质类型
gid://shopify/TaxonomyAttribute/2298  : 颜料类型
gid://shopify/TaxonomyAttribute/6466  : 数字填色表面类型
gid://shopify/TaxonomyAttribute/8581  : 可安全上漆的刷毛
gid://shopify/TaxonomyAttribute/2952  : 涂料/染料形式
gid://shopify/TaxonomyAttribute/10000 : 可涂漆表面
gid://shopify/TaxonomyAttribute/10760 : 彩弹口径
gid://shopify/TaxonomyAttribute/10761 : 彩弹供弹系统
gid://shopify/TaxonomyAttribute/10762 : 彩弹填充颜色
gid://shopify/TaxonomyAttribute/10763 : 漆弹球填充类型
gid://shopify/TaxonomyAttribute/10764 : 漆弹球等级
gid://shopify/TaxonomyAttribute/10765 : 彩弹面罩覆盖范围
gid://shopify/TaxonomyAttribute/10766 : 彩弹气罐阀门类型
gid://shopify/TaxonomyAttribute/2889  : 包含彩弹射击/软弹气枪装备
gid://shopify/TaxonomyAttribute/2929  : 油画布/油画板材质
gid://shopify/TaxonomyAttribute/3428  : 绘画媒介
gid://shopify/TaxonomyAttribute/10001 : 涂装表面底漆类型
gid://shopify/TaxonomyAttribute/1810  : 配对方法
gid://shopify/TaxonomyAttribute/2343  : 调色板设计
gid://shopify/TaxonomyAttribute/10002 : 调色刀刀刃边缘轮廓
gid://shopify/TaxonomyAttribute/10003 : 调色刀柔韧性
gid://shopify/TaxonomyAttribute/2342  : 调色刀形状
gid://shopify/TaxonomyAttribute/10004 : 调色板表面处理
gid://shopify/TaxonomyAttribute/10767 : 手掌衬垫防护等级
gid://shopify/TaxonomyAttribute/10768 : 手掌衬垫类型
gid://shopify/TaxonomyAttribute/10005 : 棕榈蜡调配就绪度
gid://shopify/TaxonomyAttribute/10006 : 棕榈蜡形态
gid://shopify/TaxonomyAttribute/6050  : 盘底类型
gid://shopify/TaxonomyAttribute/10007 : 排箫调音标准
gid://shopify/TaxonomyAttribute/6051  : 盘体穿孔类型
gid://shopify/TaxonomyAttribute/1890  : 面板规格
gid://shopify/TaxonomyAttribute/1891  : 面板端接
gid://shopify/TaxonomyAttribute/5215  : 面板透明度
gid://shopify/TaxonomyAttribute/10769 : 驮包配置
gid://shopify/TaxonomyAttribute/10770 : 驮包安装系统
gid://shopify/TaxonomyAttribute/6776  : 裤脚款式
gid://shopify/TaxonomyAttribute/6777  : 裤腿转换类型
gid://shopify/TaxonomyAttribute/1178  : 裤长类型
gid://shopify/TaxonomyAttribute/5318  : 护垫样式
gid://shopify/TaxonomyAttribute/6778  : 连裤袜裆部款式
gid://shopify/TaxonomyAttribute/3251  : 连体裤袜款式
gid://shopify/TaxonomyAttribute/7864  : 木瓜品种
gid://shopify/TaxonomyAttribute/6468  : 纸质及磁性玩偶套装内容
gid://shopify/TaxonomyAttribute/6467  : 纸质/磁性玩偶格式
gid://shopify/TaxonomyAttribute/10008 : 纸张色系
gid://shopify/TaxonomyAttribute/2290  : 纸张表面
gid://shopify/TaxonomyAttribute/2291  : 纸张格式
gid://shopify/TaxonomyAttribute/6469  : 纸张透明度
gid://shopify/TaxonomyAttribute/2234  : 纸张尺寸
gid://shopify/TaxonomyAttribute/2292  : 纸张纹理
gid://shopify/TaxonomyAttribute/2240  : 纸张类型
gid://shopify/TaxonomyAttribute/2263  : 镇纸设计
gid://shopify/TaxonomyAttribute/2308  : 纸浆形状
gid://shopify/TaxonomyAttribute/1301  : 跳伞活动
gid://shopify/TaxonomyAttribute/10771 : 滑翔伞认证等级
gid://shopify/TaxonomyAttribute/1844  : 并行处理技术支持
gid://shopify/TaxonomyAttribute/10772 : 可防治的寄生虫类型
gid://shopify/TaxonomyAttribute/6052  : 遮阳伞开启机制
gid://shopify/TaxonomyAttribute/6053  : 烘焙纸涂层
gid://shopify/TaxonomyAttribute/3200  : 停车摄像头功能
gid://shopify/TaxonomyAttribute/8582  : 停车摄像头安装位置
gid://shopify/TaxonomyAttribute/8583  : 泊车摄像头夜视技术
gid://shopify/TaxonomyAttribute/8584  : 泊车摄像头朝向
gid://shopify/TaxonomyAttribute/8585  : 驻车传感器表面处理
gid://shopify/TaxonomyAttribute/8586  : 泊车传感器类型
gid://shopify/TaxonomyAttribute/2627  : 停车标志设计
gid://shopify/TaxonomyAttribute/7865  : 欧芹根品种
gid://shopify/TaxonomyAttribute/7866  : 欧洲防风草品种
gid://shopify/TaxonomyAttribute/8587  : 零件状况
gid://shopify/TaxonomyAttribute/10773 : 零件位置
gid://shopify/TaxonomyAttribute/10009 : 变调夹覆盖的部分琴弦
gid://shopify/TaxonomyAttribute/6054  : 颗粒大小等级
gid://shopify/TaxonomyAttribute/6779  : 分弦方式
gid://shopify/TaxonomyAttribute/10010 : 派对主题偏好
gid://shopify/TaxonomyAttribute/10011 : 派对游戏形式
gid://shopify/TaxonomyAttribute/10012 : 派对喇叭号嘴类型
gid://shopify/TaxonomyAttribute/10013 : 派对号角样式
gid://shopify/TaxonomyAttribute/5034  : 通行证有效期
gid://shopify/TaxonomyAttribute/1832  : 通带
gid://shopify/TaxonomyAttribute/10014 : 乘用车类型
gid://shopify/TaxonomyAttribute/7867  : 百香果品种
gid://shopify/TaxonomyAttribute/7868  : 意面酱质地
gid://shopify/TaxonomyAttribute/7869  : 意大利面酱种类
gid://shopify/TaxonomyAttribute/1412  : 面食形状类型
